,temperature,rain_1h,snow_1h,clouds_percentage,population_density,hour,_Christmas Day,_Columbus Day,_Independence Day,_Labor Day,_Martin Luther King Jr Day,_Memorial Day,_New Years Day,_None,_State Fair,_Thanksgiving Day,_Veterans Day,_Washingtons Birthday
34155,287.61,0.0,0.0,1,5366,9,0,0,0,0,0,0,0,1,0,0,0,0
29355,275.28,0.0,0.0,40,5470,14,0,0,0,0,0,0,0,1,0,0,0,0
25082,297.888,0.0,0.0,0,5425,8,0,0,0,0,0,0,0,1,0,0,0,0
3435,269.68,0.0,0.0,90,5312,13,0,0,0,0,0,0,0,1,0,0,0,0
46321,294.86,0.0,0.0,1,2152,22,0,0,0,0,0,0,0,1,0,0,0,0
39070,272.72,0.0,0.0,1,4034,10,0,0,0,0,0,0,0,1,0,0,0,0
3107,251.56,0.0,0.0,40,4551,12,0,0,0,0,0,0,0,1,0,0,0,0
35329,289.08,0.0,0.0,90,5772,8,0,0,0,0,0,0,0,1,0,0,0,0
12559,252.64,0.0,0.0,40,4875,13,0,0,0,0,0,0,0,1,0,0,0,0
41923,268.15,0.0,0.0,1,887,4,0,0,0,0,0,0,0,1,0,0,0,0
10831,264.86,0.0,0.0,64,2837,20,0,0,0,0,0,0,0,1,0,0,0,0
24450,306.25,0.0,0.0,40,4395,14,0,0,0,0,0,0,0,1,0,0,0,0
21906,271.51,0.0,0.0,90,1155,0,0,0,0,0,0,0,0,1,0,0,0,0
35768,289.82,0.0,0.0,1,369,3,0,0,0,0,0,0,0,1,0,0,0,0
41418,253.48,0.0,0.0,1,789,6,0,0,0,0,0,0,0,1,0,0,0,0
33868,282.82,0.0,0.0,90,643,2,0,0,0,0,0,0,0,1,0,0,0,0
14913,296.19,0.0,0.0,20,4832,11,0,0,0,0,0,0,0,1,0,0,0,0
14788,293.17,3.44,0.0,90,2609,22,0,0,0,0,0,0,0,1,0,0,0,0
22442,284.29,0.0,0.0,1,398,1,0,0,0,0,0,0,0,1,0,0,0,0
22037,278.58,0.0,0.0,90,727,2,0,0,0,0,0,0,0,1,0,0,0,0
14936,287.6,0.25,0.0,1,5653,6,0,0,0,0,0,0,0,1,0,0,0,0
39241,274.88,0.0,0.0,5,4734,11,0,0,0,0,0,0,0,1,0,0,0,0
10756,264.11,0.0,0.0,64,3296,19,0,0,0,0,0,0,0,1,0,0,0,0
48157,274.25,0.0,0.0,1,425,4,0,0,0,0,0,0,0,1,0,0,0,0
43484,286.81,0.0,0.0,40,5027,16,0,0,0,0,0,0,0,1,0,0,0,0
13487,285.64,0.0,0.0,40,5116,12,0,0,0,0,0,0,0,1,0,0,0,0
47684,302.77,0.0,0.0,75,5358,17,0,0,0,0,0,0,0,1,0,0,0,0
29562,269.22,0.0,0.0,40,4423,8,0,0,0,0,0,0,0,1,0,0,0,0
6009,275.85,0.0,0.0,1,2836,5,0,0,0,0,0,0,0,1,0,0,0,0
2963,261.36,0.0,0.0,1,330,1,0,0,0,0,0,0,0,1,0,0,0,0
1372,279.35,0.0,0.0,1,411,2,0,0,0,0,0,0,0,1,0,0,0,0
45150,292.79,0.0,0.0,75,3263,19,0,0,0,0,0,0,0,1,0,0,0,0
18852,286.33,0.0,0.0,75,516,0,0,0,0,0,0,0,0,1,0,0,0,0
33632,291.68,0.0,0.0,40,4619,11,0,0,0,0,0,0,0,1,0,0,0,0
4868,278.01,0.0,0.0,90,3599,18,0,0,0,0,0,0,0,1,0,0,0,0
23476,289.28,0.0,0.0,40,2313,22,0,0,0,0,0,0,0,1,0,0,0,0
24561,288.4,0.0,0.0,20,863,4,0,0,0,0,0,0,0,1,0,0,0,0
4031,259.16,0.0,0.0,1,449,5,0,0,0,0,0,0,0,1,0,0,0,0
3906,268.39,0.0,0.0,90,2572,5,0,0,0,0,0,0,0,1,0,0,0,0
4677,276.92,0.0,0.0,90,908,7,0,0,0,0,0,0,0,1,0,0,0,0
41969,266.51,0.0,0.0,1,295,2,0,0,0,0,0,0,0,1,0,0,0,0
30674,272.95,0.0,0.0,1,1533,22,0,0,0,0,0,0,0,1,0,0,0,0
1302,284.13,0.0,0.0,40,4564,11,0,0,0,0,0,0,0,1,0,0,0,0
18242,290.24,0.0,0.0,1,534,0,0,0,0,0,0,0,0,1,0,0,0,0
43435,282.08,0.0,0.0,20,6188,15,0,0,0,0,0,0,0,1,0,0,0,0
40072,253.65,0.0,0.0,20,2957,12,0,0,0,0,0,0,0,1,0,0,0,0
2640,265.72,0.0,0.0,90,2453,20,0,0,0,0,0,0,0,1,0,0,0,0
23786,286.21,0.0,0.0,1,309,3,0,0,0,0,0,0,0,1,0,0,0,0
32951,291.58,0.0,0.0,40,4904,14,0,0,0,0,0,0,0,1,0,0,0,0
30268,275.15,0.0,0.0,90,5984,7,0,0,0,0,0,0,0,1,0,0,0,0
36920,286.43,0.0,0.0,1,4482,10,0,0,0,0,0,0,0,1,0,0,0,0
43102,275.25,0.0,0.0,68,5315,14,0,0,0,0,0,0,0,1,0,0,0,0
30538,270.87,0.0,0.0,75,5366,14,0,0,0,0,0,0,0,1,0,0,0,0
17066,287.21,0.0,0.0,1,870,4,0,0,0,0,0,0,0,1,0,0,0,0
20484,273.52,0.0,0.1,90,1241,23,0,0,0,0,0,0,0,1,0,0,0,0
4396,262.72,0.0,0.0,90,2676,23,0,0,0,0,0,0,0,1,0,0,0,0
9668,275.76,0.0,0.0,1,4935,12,0,0,0,0,0,0,0,1,0,0,0,0
48198,284.2,0.25,0.0,75,3947,18,0,0,0,0,0,0,0,1,0,0,0,0
10243,276.13,0.0,0.0,64,4744,16,0,0,0,0,0,0,0,1,0,0,0,0
6310,283.31,0.0,0.0,90,1412,22,0,0,0,0,0,0,0,1,0,0,0,0
32142,286.21,0.0,0.0,40,4522,18,0,0,0,0,0,0,0,1,0,0,0,0
1475,271.79,0.0,0.0,90,258,2,0,0,0,0,0,0,0,1,0,0,0,0
2834,274.05,0.0,0.0,90,2143,22,0,0,0,0,0,0,0,1,0,0,0,0
48105,285.8,0.0,0.0,75,421,1,0,0,0,0,0,0,0,1,0,0,0,0
9715,279.44,0.0,0.0,64,6245,17,0,0,0,0,0,0,0,1,0,0,0,0
30002,253.4,0.0,0.0,90,2768,22,0,0,0,0,0,0,0,1,0,0,0,0
22482,292.21,0.0,0.0,1,3127,22,0,0,0,0,0,0,0,1,0,0,0,0
34778,293.15,0.0,0.0,90,3857,19,0,0,0,0,0,0,0,1,0,0,0,0
27457,271.73,0.0,0.0,0,2743,5,0,0,0,0,0,0,0,1,0,0,0,0
46573,302.82,0.0,0.0,20,5155,14,0,0,0,0,0,0,0,1,0,0,0,0
37755,289.36,0.0,0.0,75,6122,17,0,0,0,0,0,0,0,1,0,0,0,0
6012,279.03,0.0,0.0,90,5806,8,0,0,0,0,0,0,0,1,0,0,0,0
42168,262.93,0.0,0.0,5,5221,9,0,0,0,0,0,0,0,1,0,0,0,0
44977,298.88,0.0,0.0,75,4801,10,0,0,0,0,0,0,0,1,0,0,0,0
16882,302.6,0.0,0.0,40,3704,15,0,0,0,0,0,0,0,1,0,0,0,0
46832,292.0,0.0,0.0,1,1971,8,0,0,0,0,0,0,0,1,0,0,0,0
13567,285.76,0.0,0.0,40,3237,20,0,0,0,0,0,0,0,1,0,0,0,0
11680,255.22,0.0,0.0,1,6095,17,0,0,0,0,0,0,0,1,0,0,0,0
33960,287.58,0.0,0.0,90,4997,14,0,0,0,0,0,0,0,1,0,0,0,0
32215,276.55,0.0,0.0,90,5380,9,0,0,0,0,0,0,0,1,0,0,0,0
23675,291.68,0.0,0.0,90,5165,8,0,0,0,0,0,0,0,1,0,0,0,0
27595,279.226,0.0,0.0,92,326,3,0,0,0,0,0,0,0,1,0,0,0,0
18995,282.6,0.0,0.0,5,2898,20,0,0,0,0,0,0,0,1,0,0,0,0
6250,293.98,0.0,0.0,75,4850,12,0,0,0,0,0,0,0,1,0,0,0,0
19322,288.44,0.0,0.0,90,5028,12,0,0,0,0,0,0,0,1,0,0,0,0
10631,263.15,0.0,0.0,90,2020,22,0,0,0,0,0,0,0,1,0,0,0,0
2358,263.78,0.0,0.0,75,2240,22,0,0,0,0,0,0,0,1,0,0,0,0
30445,273.75,0.0,0.0,90,977,23,0,0,0,0,0,0,0,1,0,0,0,0
26895,283.19,0.0,0.0,80,6049,7,0,0,0,0,0,0,0,1,0,0,0,0
27776,288.95,0.0,0.0,90,6364,16,0,0,0,0,0,0,0,1,0,0,0,0
21798,284.93,0.0,0.0,1,357,1,0,0,0,0,0,0,0,1,0,0,0,0
21763,283.43,0.0,0.0,90,676,0,0,0,0,0,0,0,0,1,0,0,0,0
21080,269.48,0.0,0.0,40,1713,23,0,0,0,0,0,0,0,1,0,0,0,0
23130,280.23,0.0,0.0,40,1623,7,0,0,0,0,0,0,0,1,0,0,0,0
48146,285.24,0.0,0.0,75,5695,17,0,0,0,0,0,0,0,1,0,0,0,0
25053,297.888,0.0,0.0,0,326,3,0,0,0,0,0,0,0,1,0,0,0,0
28527,271.21,0.0,0.0,90,1243,7,0,0,0,0,0,0,0,1,0,0,0,0
7351,291.59,0.0,0.0,1,5742,8,0,0,0,0,0,0,0,1,0,0,0,0
22014,273.09,0.0,0.0,1,3710,22,0,0,0,0,0,0,0,1,0,0,0,0
10397,271.53,1.27,0.0,90,3876,9,0,0,0,0,0,0,0,1,0,0,0,0
4368,269.78,0.0,0.0,90,1346,22,0,0,0,0,0,0,0,1,0,0,0,0
20201,271.03,0.0,0.0,90,2440,21,0,0,0,0,0,0,0,1,0,0,0,0
24192,290.72,0.0,0.0,92,1870,22,0,0,0,0,0,0,0,1,0,0,0,0
13726,273.23,0.25,0.0,90,4931,11,0,0,0,0,0,0,0,1,0,0,0,0
38577,274.82,0.0,0.0,75,820,4,0,0,0,0,0,0,0,1,0,0,0,0
44203,294.62,0.0,0.0,90,1420,0,0,0,0,0,0,0,0,1,0,0,0,0
4875,276.13,0.0,0.0,90,2599,23,0,0,0,0,0,0,0,1,0,0,0,0
27846,277.58,0.0,0.0,20,3313,9,0,0,0,0,0,0,0,1,0,0,0,0
