,temperature,rain_1h,snow_1h,clouds_percentage,population_density,hour,_Christmas Day,_Columbus Day,_Independence Day,_Labor Day,_Martin Luther King Jr Day,_Memorial Day,_New Years Day,_None,_State Fair,_Thanksgiving Day,_Veterans Day,_Washingtons Birthday
30668,275.02,0.0,0.0,75,5783,17,0,0,0,0,0,0,0,1,0,0,0,0
39119,276.36,0.0,0.0,90,4556,11,0,0,0,0,0,0,0,1,0,0,0,0
37061,290.15,0.0,0.0,1,853,4,0,0,0,0,0,0,0,1,0,0,0,0
19677,276.37,0.0,0.0,90,377,2,0,0,0,0,0,0,0,1,0,0,0,0
5384,273.78,0.0,0.0,90,770,4,0,0,0,0,0,0,0,1,0,0,0,0
33724,291.75,0.0,0.0,90,4990,12,0,0,0,0,0,0,0,1,0,0,0,0
23571,295.29,0.0,0.0,90,3201,19,0,0,0,0,0,0,0,1,0,0,0,0
12870,270.57,0.0,0.0,20,4631,18,0,0,0,0,0,0,0,1,0,0,0,0
12788,269.59,0.0,0.0,90,1663,8,0,0,0,0,0,0,0,1,0,0,0,0
24787,298.43,0.0,0.0,75,4057,18,0,0,0,0,0,0,0,1,0,0,0,0
30991,270.58,0.0,0.0,1,2703,5,0,0,0,0,0,0,0,1,0,0,0,0
31560,273.22,0.0,0.0,5,5109,9,0,0,0,0,0,0,0,1,0,0,0,0
22782,284.14,0.0,0.0,40,2776,5,0,0,0,0,0,0,0,1,0,0,0,0
25435,302.0,0.0,0.0,40,4600,13,0,0,0,0,0,0,0,1,0,0,0,0
40879,270.72,0.0,0.0,90,1086,18,0,0,0,0,0,0,0,1,0,0,0,0
5931,279.77,0.0,0.0,75,962,0,0,0,0,0,0,0,0,1,0,0,0,0
45599,297.49,0.0,0.0,1,2633,21,0,0,0,0,0,0,0,1,0,0,0,0
24531,290.09,0.0,0.0,1,2277,22,0,0,0,0,0,0,0,1,0,0,0,0
31605,268.46,0.0,0.0,90,6236,6,0,0,0,0,0,0,0,1,0,0,0,0
10530,260.79,0.25,0.0,64,1390,22,0,0,0,0,0,0,0,1,0,0,0,0
18451,287.06,0.0,0.0,1,336,3,0,0,0,0,0,0,0,1,0,0,0,0
16876,295.95,0.0,0.0,90,1874,9,0,0,0,0,0,0,0,1,0,0,0,0
26975,292.01,0.0,0.0,0,5263,15,0,0,0,0,0,0,0,1,0,0,0,0
34038,298.08,0.0,0.0,40,4251,18,0,0,0,0,0,0,0,1,0,0,0,0
830,277.59,0.0,0.0,75,441,1,0,0,0,0,0,0,0,1,0,0,0,0
42231,273.37,0.0,0.0,90,2433,23,0,0,0,0,0,0,0,1,0,0,0,0
37920,282.68,0.0,0.0,75,5014,13,0,0,0,0,0,0,0,1,0,0,0,0
17456,294.94,0.0,0.0,1,4899,13,0,0,0,0,0,0,0,1,0,0,0,0
12419,263.14,0.0,0.0,1,1870,20,0,0,0,0,0,0,0,1,0,0,0,0
15938,288.3,0.0,0.0,1,6386,7,0,0,0,0,0,0,0,1,0,0,0,0
8592,302.28,0.0,0.0,92,5786,17,0,0,0,0,0,0,0,1,0,0,0,0
549,285.73,0.0,0.0,90,5593,6,0,0,0,0,0,0,0,1,0,0,0,0
18488,291.34,0.0,0.0,1,2473,21,0,0,0,0,0,0,0,1,0,0,0,0
30832,269.89,0.0,0.0,90,5929,7,0,0,0,0,0,0,0,1,0,0,0,0
12393,273.44,0.0,0.0,90,1961,18,0,0,0,0,0,0,0,1,0,0,0,0
41789,255.38,0.0,0.0,1,1119,6,0,0,0,0,0,0,0,1,0,0,0,0
42678,273.92,0.0,0.0,90,5421,6,0,0,0,0,0,0,0,1,0,0,0,0
47918,290.97,5.42,0.0,90,6331,16,0,0,0,0,0,0,0,1,0,0,0,0
30357,275.02,0.0,0.0,90,2624,21,0,0,0,0,0,0,0,1,0,0,0,0
4805,281.96,0.0,0.0,1,5823,17,0,0,0,0,0,0,0,1,0,0,0,0
15207,294.35,0.0,0.0,1,3030,20,0,0,0,0,0,0,0,1,0,0,0,0
26390,295.3,0.0,0.0,75,4300,12,0,0,0,0,0,0,0,1,0,0,0,0
7684,296.71,0.0,0.0,0,4133,17,0,0,0,0,0,0,0,1,0,0,0,0
40685,258.01,0.0,0.0,90,4207,13,0,0,0,0,0,0,0,1,0,0,0,0
6640,284.89,0.0,0.0,1,4443,10,0,0,0,0,0,0,0,1,0,0,0,0
32464,280.84,0.0,0.0,1,833,5,0,0,0,0,0,0,0,1,0,0,0,0
5315,272.73,0.0,0.0,90,3074,22,0,0,0,0,0,0,0,1,0,0,0,0
9859,276.73,0.0,0.0,64,2676,21,0,0,0,0,0,0,0,1,0,0,0,0
44004,283.94,0.0,0.0,90,5138,18,0,0,0,0,0,0,0,1,0,0,0,0
31700,265.62,0.0,0.0,90,1935,22,0,0,0,0,0,0,0,1,0,0,0,0
31883,275.55,0.0,0.0,1,360,1,0,0,0,0,0,0,0,1,0,0,0,0
39233,276.35,0.0,0.0,1,372,3,0,0,0,0,0,0,0,1,0,0,0,0
25217,295.41,0.0,0.0,20,1816,22,0,0,0,0,0,0,0,1,0,0,0,0
23218,286.3,0.0,0.0,90,6312,17,0,0,0,0,0,0,0,1,0,0,0,0
16409,286.83,0.0,0.0,90,863,4,0,0,0,0,0,0,0,1,0,0,0,0
23184,284.71,1.44,0.0,90,213,2,0,0,0,0,0,0,0,1,0,0,0,0
13458,278.04,0.0,0.0,75,1095,7,0,0,0,0,0,0,0,1,0,0,0,0
40370,255.94,0.0,0.0,1,5315,14,0,0,0,0,0,0,0,1,0,0,0,0
33757,284.29,0.0,0.0,90,278,2,0,0,0,0,0,0,0,1,0,0,0,0
32152,273.65,0.0,0.0,1,835,4,0,0,0,0,0,0,0,1,0,0,0,0
31495,275.42,0.0,0.0,1,1546,0,0,0,0,0,0,0,0,1,0,0,0,0
47000,292.09,2.76,0.0,90,5149,13,0,0,0,0,0,0,0,1,0,0,0,0
35407,303.84,0.0,0.0,20,5009,14,0,0,0,0,0,0,0,1,0,0,0,0
35917,286.28,0.0,0.0,90,5861,15,0,0,0,0,0,0,0,1,0,0,0,0
25523,288.92,0.0,0.0,0,1178,1,0,0,0,0,0,0,0,1,0,0,0,0
18335,295.33,2.03,0.0,90,5515,8,0,0,0,0,0,0,0,1,0,0,0,0
14359,280.215,0.0,0.0,68,1321,23,0,0,0,0,0,0,0,1,0,0,0,0
22303,275.65,0.0,0.0,90,4782,10,0,0,0,0,0,0,0,1,0,0,0,0
32686,286.88,0.0,0.0,90,4752,22,0,0,0,0,0,0,0,1,0,0,0,0
43815,296.37,0.0,0.0,40,3541,20,0,0,0,0,0,0,0,1,0,0,0,0
43997,282.35,0.0,0.0,90,5292,11,0,0,0,0,0,0,0,1,0,0,0,0
36515,293.55,0.0,0.0,20,4940,12,0,0,0,0,0,0,0,1,0,0,0,0
21487,274.82,0.0,0.0,90,4692,18,0,0,0,0,0,0,0,1,0,0,0,0
29383,274.9,0.0,0.0,90,4956,12,0,0,0,0,0,0,0,1,0,0,0,0
6889,291.65,0.0,0.0,44,5173,12,0,0,0,0,0,0,0,1,0,0,0,0
15378,299.79,0.0,0.0,44,5244,12,0,0,0,0,0,0,0,1,0,0,0,0
15606,293.79,0.0,0.0,8,847,1,0,0,0,0,0,0,0,1,0,0,0,0
2913,256.83,0.0,0.0,1,281,3,0,0,0,0,0,0,0,1,0,0,0,0
33888,282.75,0.0,0.0,90,3629,10,0,0,0,0,0,0,0,1,0,0,0,0
780,275.01,0.0,0.0,40,1326,23,0,0,0,0,0,0,0,1,0,0,0,0
553,285.5,0.0,0.0,90,5722,7,0,0,0,0,0,0,0,1,0,0,0,0
22817,278.47,0.0,0.0,90,252,2,0,0,0,0,0,0,0,1,0,0,0,0
23301,284.38,0.0,0.0,75,2442,22,0,0,0,0,0,0,0,1,0,0,0,0
31405,271.58,0.0,0.0,75,4537,11,0,0,0,0,0,0,0,1,0,0,0,0
45340,291.15,0.0,0.0,90,4872,9,0,0,0,0,0,0,0,1,0,0,0,0
21572,268.93,0.0,0.0,1,5895,15,0,0,0,0,0,0,0,1,0,0,0,0
34115,289.28,0.0,0.0,75,3333,18,0,0,0,0,0,0,0,1,0,0,0,0
13965,276.73,2.67,0.0,90,2665,10,0,0,0,0,0,0,0,1,0,0,0,0
3869,265.72,0.0,0.0,90,1056,23,0,0,0,0,0,0,0,1,0,0,0,0
30520,269.44,0.0,0.0,90,2969,20,0,0,0,0,0,0,0,1,0,0,0,0
40573,249.84,0.0,0.0,5,5517,7,0,0,0,0,0,0,0,1,0,0,0,0
27493,279.616,0.0,0.0,0,3228,20,0,0,0,0,0,0,0,1,0,0,0,0
1284,284.31,0.0,0.0,75,4368,17,0,0,0,0,0,0,0,1,0,0,0,0
13538,291.94,0.0,0.0,40,6112,15,0,0,0,0,0,0,0,1,0,0,0,0
6326,280.96,0.0,0.0,90,6092,8,0,0,0,0,0,0,0,1,0,0,0,0
35404,299.48,0.0,0.0,1,4485,11,0,0,0,0,0,0,0,1,0,0,0,0
25167,299.12,0.0,0.0,75,3,10,0,0,0,0,0,0,0,1,0,0,0,0
24588,283.24,0.0,0.0,20,4826,6,0,0,0,0,0,0,0,1,0,0,0,0
38735,271.07,0.0,0.0,90,244,2,0,0,0,0,0,0,0,1,0,0,0,0
26507,293.5,0.0,0.0,40,4687,13,0,0,0,0,0,0,0,1,0,0,0,0
22235,272.86,0.0,0.0,1,1116,23,0,0,0,0,0,0,0,1,0,0,0,0
14534,286.6,0.0,0.0,90,5408,9,0,0,0,0,0,0,0,1,0,0,0,0
186,282.09,0.0,0.0,75,5030,12,0,0,0,0,0,0,0,1,0,0,0,0
8268,289.33,0.0,0.0,0,817,4,0,0,0,0,0,0,0,1,0,0,0,0
47664,297.9,0.51,0.0,5,2676,21,0,0,0,0,0,0,0,1,0,0,0,0
42783,273.0,0.0,0.0,90,352,4,0,0,0,0,0,0,0,1,0,0,0,0
11395,267.73,0.0,0.0,64,1112,0,0,0,0,0,0,0,0,1,0,0,0,0
4936,279.09,0.0,0.0,90,4875,13,0,0,0,0,0,0,0,1,0,0,0,0
30812,273.02,0.0,0.0,90,6551,16,0,0,0,0,0,0,0,1,0,0,0,0
24394,287.8,0.0,0.0,68,5991,8,0,0,0,0,0,0,0,1,0,0,0,0
46558,293.75,0.0,0.0,90,936,4,0,0,0,0,0,0,0,1,0,0,0,0
24974,293.931,0.0,0.0,8,2935,20,0,0,0,0,0,0,0,1,0,0,0,0
30927,278.4,0.0,0.0,1,2242,22,0,0,0,0,0,0,0,1,0,0,0,0
5014,274.93,0.0,0.0,90,380,1,0,0,0,0,0,0,0,1,0,0,0,0
7806,298.86,0.0,0.0,0,4639,12,0,0,0,0,0,0,0,1,0,0,0,0
22916,288.32,0.0,0.0,20,4888,18,0,0,0,0,0,0,0,1,0,0,0,0
46783,300.95,0.0,0.0,1,5734,16,0,0,0,0,0,0,0,1,0,0,0,0
42090,271.65,0.0,0.0,90,1117,19,0,0,0,0,0,0,0,1,0,0,0,0
17798,288.63,0.0,0.0,1,1896,23,0,0,0,0,0,0,0,1,0,0,0,0
12030,257.48,0.0,0.0,75,5615,15,0,0,0,0,0,0,0,1,0,0,0,0
28493,277.15,0.0,0.0,1,3876,12,0,0,0,0,0,0,0,1,0,0,0,0
25110,294.39,0.0,0.0,1,6133,7,0,0,0,0,0,0,0,1,0,0,0,0
28949,262.27,0.0,0.0,1,5083,9,0,0,0,0,0,0,0,1,0,0,0,0
18433,283.21,0.0,0.0,1,1345,7,0,0,0,0,0,0,0,1,0,0,0,0
13429,271.35,0.0,0.0,1,567,2,0,0,0,0,0,0,0,1,0,0,0,0
43750,284.08,0.0,0.0,90,915,4,0,0,0,0,0,0,0,1,0,0,0,0
47734,304.09,0.0,0.0,20,3701,18,0,0,0,0,0,0,0,1,0,0,0,0
32519,281.16,0.0,0.0,90,5394,6,0,0,0,0,0,0,0,1,0,0,0,0
13069,272.78,0.0,0.0,1,381,1,0,0,0,0,0,0,0,1,0,0,0,0
42731,268.35,0.0,0.0,40,6460,7,0,0,0,0,0,0,0,1,0,0,0,0
31893,280.77,0.0,0.0,40,4366,11,0,0,0,0,0,0,0,1,0,0,0,0
33865,282.62,0.0,0.0,90,759,1,0,0,0,0,0,0,0,1,0,0,0,0
27892,282.7,0.0,0.0,40,5671,6,0,0,0,0,0,0,0,1,0,0,0,0
33219,276.61,0.0,0.0,90,530,0,0,0,0,0,0,0,0,1,0,0,0,0
34155,287.61,0.0,0.0,1,5366,9,0,0,0,0,0,0,0,1,0,0,0,0
21538,275.65,0.0,0.0,1,394,4,0,0,0,0,0,0,0,1,0,0,0,0
28796,272.59,0.0,0.0,90,491,2,0,0,0,0,0,0,0,1,0,0,0,0
37834,285.15,0.0,0.0,90,3039,8,0,0,0,0,0,0,0,1,0,0,0,0
39215,284.68,0.0,0.0,40,4017,11,0,0,0,0,0,0,0,1,0,0,0,0
14991,288.25,0.25,0.0,40,4424,18,0,0,0,0,0,0,0,1,0,0,0,0
6374,287.47,0.0,0.0,1,2738,21,0,0,0,0,0,0,0,1,0,0,0,0
2044,275.34,0.0,0.0,90,271,4,0,0,0,0,0,0,0,1,0,0,0,0
3594,266.57,0.0,0.0,75,5383,7,0,0,0,0,0,0,0,1,0,0,0,0
18856,285.84,3.13,0.0,90,892,4,0,0,0,0,0,0,0,1,0,0,0,0
20056,273.37,0.0,0.0,90,4479,18,0,0,0,0,0,0,0,1,0,0,0,0
5976,282.46,0.0,0.0,40,2341,20,0,0,0,0,0,0,0,1,0,0,0,0
23979,287.97,0.0,0.0,1,320,2,0,0,0,0,0,0,0,1,0,0,0,0
1445,269.15,0.0,0.0,90,4449,16,0,0,0,0,0,0,0,1,0,0,0,0
31131,277.671,0.0,0.0,64,3722,10,0,0,0,0,0,0,0,1,0,0,0,0
36674,290.55,0.0,0.0,40,356,4,0,0,0,0,0,0,0,1,0,0,0,0
7092,292.84,0.0,0.0,24,1854,22,0,0,0,0,0,0,0,1,0,0,0,0
3841,266.87,0.0,0.0,90,1093,0,0,0,0,0,0,0,0,1,0,0,0,0
1397,285.37,0.0,0.0,20,341,3,0,0,0,0,0,0,0,1,0,0,0,0
15820,293.5,0.0,0.0,1,5577,9,0,0,0,0,0,0,0,1,0,0,0,0
39569,262.09,0.0,0.0,1,927,4,0,0,0,0,0,0,0,1,0,0,0,0
7486,297.08,0.0,0.0,76,772,2,0,0,0,0,0,0,0,1,0,0,0,0
47411,295.6,2.76,0.0,90,5667,16,0,0,0,0,0,0,0,1,0,0,0,0
13344,270.68,0.0,0.0,40,4760,12,0,0,0,0,0,0,0,1,0,0,0,0
33096,276.15,0.0,0.0,90,2768,20,0,0,0,0,0,0,0,1,0,0,0,0
46105,297.21,0.0,0.0,20,4485,11,0,0,0,0,0,0,0,1,0,0,0,0
13410,269.89,0.0,0.0,90,2578,7,0,0,0,0,0,0,0,1,0,0,0,0
30036,257.23,0.0,0.0,1,2162,8,0,0,0,0,0,0,0,1,0,0,0,0
37280,287.61,0.0,0.0,90,317,1,0,0,0,0,0,0,0,1,0,0,0,0
27276,282.0490000000001,0.0,0.0,92,2741,5,0,0,0,0,0,0,0,1,0,0,0,0
29380,274.9,0.0,0.0,90,4956,12,0,0,0,0,0,0,0,1,0,0,0,0
4457,268.73,0.0,0.0,1,5807,14,0,0,0,0,0,0,0,1,0,0,0,0
36455,295.65,0.0,0.0,90,3540,10,0,0,0,0,0,0,0,1,0,0,0,0
16068,290.71,0.3,0.0,90,330,4,0,0,0,0,0,0,0,1,0,0,0,0
44567,292.43,0.0,0.0,40,5313,9,0,0,0,0,0,0,0,1,0,0,0,0
12100,262.25,0.0,0.0,90,4520,13,0,0,0,0,0,0,0,1,0,0,0,0
36874,301.68,0.0,0.0,40,4159,16,0,0,0,0,0,0,0,1,0,0,0,0
20700,256.55,0.0,0.0,1,4757,12,0,0,0,0,0,0,0,1,0,0,0,0
12757,268.64,0.0,0.0,90,1905,0,0,0,0,0,0,0,0,1,0,0,0,0
26688,292.06,0.0,0.0,40,4408,13,0,0,0,0,0,0,0,1,0,0,0,0
6599,295.07,0.0,0.0,90,3276,19,0,0,0,0,0,0,0,1,0,0,0,0
44454,305.93,0.0,0.0,75,3611,13,0,0,0,0,0,0,0,1,0,0,0,0
6601,292.3,0.0,0.0,75,2902,21,0,0,0,0,0,0,0,1,0,0,0,0
13926,288.65,0.0,0.0,20,3834,19,0,0,0,0,0,0,0,1,0,0,0,0
28307,273.81,0.0,0.0,90,4607,9,0,0,0,0,0,0,0,1,0,0,0,0
13824,292.36,0.0,0.0,20,5955,15,0,0,0,0,0,0,0,1,0,0,0,0
47661,301.62,0.0,0.0,40,4443,18,0,0,0,0,0,0,0,1,0,0,0,0
46903,294.5,0.0,0.0,90,5660,15,0,0,0,0,0,0,0,1,0,0,0,0
22535,292.49,0.0,0.0,40,5246,9,0,0,0,0,0,0,0,1,0,0,0,0
35124,300.14,0.0,0.0,1,4681,12,0,0,0,0,0,0,0,1,0,0,0,0
33162,277.86,0.0,0.0,1,842,1,0,0,0,0,0,0,0,1,0,0,0,0
18843,289.75,0.0,0.0,1,5972,17,0,0,0,0,0,0,0,1,0,0,0,0
34863,284.56,0.0,0.0,1,429,1,0,0,0,0,0,0,0,1,0,0,0,0
20659,253.46,0.0,0.0,1,3917,18,0,0,0,0,0,0,0,1,0,0,0,0
39255,268.3,0.0,0.0,1,938,1,0,0,0,0,0,0,0,1,0,0,0,0
42282,269.64,0.0,0.0,5,4213,10,0,0,0,0,0,0,0,1,0,0,0,0
27442,281.54,0.0,0.0,0,4187,10,0,0,0,0,0,0,0,1,0,0,0,0
6349,283.43,0.0,0.0,90,2531,20,0,0,0,0,0,0,0,1,0,0,0,0
34747,292.59,0.0,0.0,90,5652,15,0,0,0,0,0,0,0,1,0,0,0,0
11823,247.27,0.0,0.0,1,466,0,0,0,0,0,0,0,0,1,0,0,0,0
42185,266.01,0.0,0.0,90,300,2,0,0,0,0,0,0,0,1,0,0,0,0
39204,280.08,0.0,0.0,1,770,0,0,0,0,0,0,0,0,1,0,0,0,0
45206,297.58,0.0,0.0,75,4592,18,0,0,0,0,0,0,0,1,0,0,0,0
17854,291.49,0.0,0.0,75,5625,6,0,0,0,0,0,0,0,1,0,0,0,0
13606,281.4,0.25,0.0,90,4682,11,0,0,0,0,0,0,0,1,0,0,0,0
28728,275.29,0.0,0.0,90,4882,9,0,0,0,0,0,0,0,1,0,0,0,0
3813,266.63,0.0,0.0,90,664,5,0,0,0,0,0,0,0,1,0,0,0,0
20850,268.84,0.0,0.0,90,5407,7,0,0,0,0,0,0,0,1,0,0,0,0
26172,293.1,3.05,0.0,75,225,2,0,0,0,0,0,0,0,1,0,0,0,0
10229,270.62,0.0,0.0,64,548,2,0,0,0,0,0,0,0,1,0,0,0,0
26204,285.58,0.0,0.0,1,5314,6,0,0,0,0,0,0,0,1,0,0,0,0
43080,275.58,0.0,0.0,75,6719,16,0,0,0,0,0,0,0,1,0,0,0,0
18975,281.16,0.0,0.0,90,444,0,0,0,0,0,0,0,0,1,0,0,0,0
13811,287.15,0.38,0.0,90,255,2,0,0,0,0,0,0,0,1,0,0,0,0
1743,265.62,0.0,0.0,40,273,2,0,0,0,0,0,0,0,1,0,0,0,0
13833,282.89,0.0,0.0,1,2101,22,0,0,0,0,0,0,0,1,0,0,0,0
26921,285.45,0.0,0.0,12,3968,10,0,0,0,0,0,0,0,1,0,0,0,0
45036,298.22,0.0,0.0,40,552,5,0,0,0,0,0,0,0,1,0,0,0,0
29990,261.52,0.0,0.0,5,4962,12,0,0,0,0,0,0,0,1,0,0,0,0
14038,282.79,0.0,0.0,90,6796,7,0,0,0,0,0,0,0,1,0,0,0,0
12756,268.64,0.0,0.0,90,2624,23,0,0,0,0,0,0,0,1,0,0,0,0
32701,286.71,0.0,0.0,90,409,3,0,0,0,0,0,0,0,1,0,0,0,0
45551,297.15,0.0,0.0,1,354,4,0,0,0,0,0,0,0,1,0,0,0,0
24447,302.93,0.0,0.0,20,4257,11,0,0,0,0,0,0,0,1,0,0,0,0
44455,307.29,0.0,0.0,75,4032,14,0,0,0,0,0,0,0,1,0,0,0,0
5232,277.1,0.0,0.0,90,4501,14,0,0,0,0,0,0,0,1,0,0,0,0
5017,274.5,0.0,0.0,90,713,4,0,0,0,0,0,0,0,1,0,0,0,0
6680,288.75,0.0,0.0,75,249,2,0,0,0,0,0,0,0,1,0,0,0,0
40604,256.15,0.0,0.0,1,4212,14,0,0,0,0,0,0,0,1,0,0,0,0
36785,291.86,0.0,0.0,1,5568,12,0,0,0,0,0,0,0,1,0,0,0,0
11204,269.63,0.0,0.0,64,1782,22,0,0,0,0,0,0,0,1,0,0,0,0
10916,247.15,0.0,0.0,1,2545,8,0,0,0,0,0,0,0,1,0,0,0,0
35512,292.28,0.0,0.0,20,6446,7,0,0,0,0,0,0,0,1,0,0,0,0
33447,281.41,0.0,0.0,1,5729,8,0,0,0,0,0,0,0,1,0,0,0,0
39878,270.15,0.0,0.0,90,979,23,0,0,0,0,0,0,0,1,0,0,0,0
18417,293.29,0.0,0.0,1,4578,16,0,0,0,0,0,0,0,1,0,0,0,0
10357,274.3,1.27,0.0,64,4739,13,0,0,0,0,0,0,0,1,0,0,0,0
23593,297.59,0.0,0.0,75,4885,12,0,0,0,0,0,0,0,1,0,0,0,0
13715,272.45,2.85,0.0,90,487,0,0,0,0,0,0,0,0,1,0,0,0,0
15377,298.8,0.0,0.0,44,4926,11,0,0,0,0,0,0,0,1,0,0,0,0
12725,270.3,0.0,0.0,90,6541,16,0,0,0,0,0,0,0,1,0,0,0,0
17694,291.38,0.0,0.0,90,6356,16,0,0,0,0,0,0,0,1,0,0,0,0
43383,276.61,0.0,0.0,1,5220,14,0,0,0,0,0,0,0,1,0,0,0,0
7654,300.58,0.0,0.0,8,2981,21,0,0,0,0,0,0,0,1,0,0,0,0
33270,276.22,0.0,0.0,90,5904,16,0,0,0,0,0,0,0,1,0,0,0,0
7352,294.15,0.0,0.0,1,4764,9,0,0,0,0,0,0,0,1,0,0,0,0
44794,295.76,0.0,0.0,75,3792,19,0,0,0,0,0,0,0,1,0,0,0,0
38392,274.15,0.0,0.0,90,4303,10,0,0,0,0,0,0,0,1,0,0,0,0
39149,270.42,0.0,0.0,1,6379,17,0,0,0,0,0,0,0,1,0,0,0,0
9998,279.5,0.0,0.0,75,7107,7,0,0,0,0,0,0,0,1,0,0,0,0
35371,293.59,0.0,0.0,1,792,2,0,0,0,0,0,0,0,1,0,0,0,0
34452,292.88,0.0,0.0,1,658,0,0,0,0,0,0,0,0,1,0,0,0,0
5004,276.2,0.0,0.0,90,3803,18,0,0,0,0,0,0,0,1,0,0,0,0
18432,282.8,0.0,0.0,1,882,6,0,0,0,0,0,0,0,1,0,0,0,0
30712,262.9,0.0,0.0,40,4930,12,0,0,0,0,0,0,0,1,0,0,0,0
12907,276.01,0.0,0.0,75,6085,7,0,0,0,0,0,0,0,1,0,0,0,0
24346,289.37,0.0,0.0,0,5971,8,0,0,0,0,0,0,0,1,0,0,0,0
17375,303.79,0.0,0.0,1,3545,19,0,0,0,0,0,0,0,1,0,0,0,0
15502,289.77,0.0,0.0,90,4494,18,0,0,0,0,0,0,0,1,0,0,0,0
21093,270.29,0.0,0.0,40,2830,9,0,0,0,0,0,0,0,1,0,0,0,0
33763,283.09,0.0,0.0,90,836,4,0,0,0,0,0,0,0,1,0,0,0,0
42431,278.22,0.0,0.0,75,4649,17,0,0,0,0,0,0,0,1,0,0,0,0
8204,294.82,0.0,0.0,8,5340,14,0,0,0,0,0,0,0,1,0,0,0,0
13790,282.87,0.25,0.0,90,311,3,0,0,0,0,0,0,0,1,0,0,0,0
45258,300.44,0.0,0.0,40,4510,17,0,0,0,0,0,0,0,1,0,0,0,0
35148,298.75,0.0,0.0,1,5012,12,0,0,0,0,0,0,0,1,0,0,0,0
4209,275.35,0.0,0.0,90,4112,13,0,0,0,0,0,0,0,1,0,0,0,0
45367,292.86,0.0,0.0,90,5134,9,0,0,0,0,0,0,0,1,0,0,0,0
15936,287.3,0.0,0.0,1,5785,6,0,0,0,0,0,0,0,1,0,0,0,0
43273,268.42,0.0,0.0,90,707,21,0,0,0,0,0,0,0,1,0,0,0,0
16092,291.45,0.0,0.0,40,1247,23,0,0,0,0,0,0,0,1,0,0,0,0
32590,276.02,0.0,0.0,1,339,3,0,0,0,0,0,0,0,1,0,0,0,0
28790,272.65,0.0,0.0,90,3341,21,0,0,0,0,0,0,0,1,0,0,0,0
15643,302.2,0.0,0.0,75,4451,14,0,0,0,0,0,0,0,1,0,0,0,0
2268,267.31,0.0,0.0,90,5982,7,0,0,0,0,0,0,0,1,0,0,0,0
8602,292.52,0.0,0.0,0,379,3,0,0,0,0,0,0,0,1,0,0,0,0
39525,266.21,0.0,0.0,75,4383,14,0,0,0,0,0,0,0,1,0,0,0,0
